,url,category,volume,purpose,description,suitable_for,how_to_use,ingredients,price
280,https://www.krasanamiru.cz/produkty/posilujici-sampon-pro-slabe-a-lamave-vlasy-2/,"['BIOEARTH', 'Šampony', 'Posilující šampon pro slabé a lámavé vlasy']",250.0,"['PODPORUJE RŮST', 'POSILUJE', 'DODÁVÁ ENERGI A LESK', 'HYDRATUJE']","Posilující šampon citlivě a účinně ošetřuje slabé vlasy i citlivou pokožku hlavy. Obsahuje eukalyptus, který stimuluje krevní oběh čímž podporuje růst a zdraví vlasů. Hydratuje a společně s extraktem z břečťanu zamezuje svědění pokožky a problémům s lupy, podporuje růst vlasů, má antiseptické účinky a odpuzuje hmyz, takže funguje i jako preventivní přípravek proti vším. Šampon dodává vlasům pevnost, pružnost, lesk a tonizuje pokožku hlavy.NEOBSAHUJE: sulfáty (SLS / SLES), silikony, parabeny, minerální oleje, PEG, PPG, Cetrimonium Chloride, Polyquaternium, umělé parfemacePOUŽITÍ: Aplikujte malé, ale dostatečné množství na mokré vlasy a jemnou masáží zapracujte, vytvoří se bohatá pěna, následně opláchněte a celý proces znovu zopakujte, tentokrát však proveďte intenzivnější masáž, důkladně opláchněte a aplikujte příslušný kondicionér. Šampon je vhodný pro každodenní použití.","slabé, oslabené a řídké vlasy",,"Aqua (Water), Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Erythritol, Sodium Chloride, Decyl Glucoside, Hydrolyzed wheat protein, Dicaprylyl Ether, Rosmarinus officinalis (Rosemary) Leaf Oil*, Glyceryl Oleate, Glycerin, Eucalyptus Globulus Leaf Oil*, Propanediol, Coco-Glucoside, GLYCINE Soja (Soybean) Germ Extract, Scutellaria baicalensis root extract, Triticum Vulgare (Wheat) Germ Oil, Hedera Helix (Ivy) Leaf Extract*, Rosmarinus officinalis (Rosemary) Leaf Extract*, SALVIA OFFICINALIS (SAGE) LEAF EXTRACT*, Panthenol, Avena Sativa (Oat) Kernel Extract*, MALTODEXTRIN, Limonene, Arginine, Lactic acid, Benzyl alcohol, Potassium Sorbate, Sodium Benzoate.*Suroviny z ekologického zemědělství.",369.0
281,https://www.krasanamiru.cz/produkty/posilujici-serum-pro-slabe-a-ridke-vlasy-2/,"['BIOEARTH', 'Masky a séra na vlasy', 'Posilující sérum pro slabé a řídké vlasy']",50.0,"['TONIZUJE', 'DODÁVÁ ENERGII', 'HYDRATUJE', 'POSILUJE']","Koncentrované sérum je účinnou energizující a posílující péčí pro slabé a řídké vlasy. Sérum neobsahuje olej, není mastné, nezatěžuje vlasy. Dodává vlasům sílu, energii a to díky eukalyptu, který stimuluje krevní oběh, prokrvuje a hydratuje nejen vlasy samotné, ale i pokožku hlavy. Podporuje růst vlasů a má skvělé antiseptické účinky, zabraňuje svědění vlasové pokožky, odstraňuje problémy s lupy. Odpuzuje hmyz, takže funguje i jako preventivní přípravek proti vším. Sérum je účinnou vlasovou péčí od kořínků až ke konečkům.NEOBSAHUJE: sulfáty (SLS / SLES), silikony, parabeny, minerální oleje, PEG, PPG, Cetrimonium Chloride, Polyquaternium, umělé parfemacePOUŽITÍ: Sérum aplikujte na pokožku hlavy a lehce promasírujte. Pro dosažení nejlepších výsledků aplikujte pravidelně po dobu 1 až 3 měsíců. Kúru opakujte 2-3 krát ročně. Sérum má praktický aplikátor (pipetku), díky které je nanášení snadné a pohodlné.",slabé a řídké vlasy,,"Aqua [Water], Alcohol, Scutellaria baicalensis root extract, Triticum Vulgare (Wheat) Germ Extract, GLYCINE Soja (Soybean) Germ Extract, Menthol, Propanediol, Arginine, Glycerin, Eucalyptus Globulus Leaf Oil, Rosmarinus officinalis (Rosemary) Leaf Oil, Hedera (Helix Ivy) Leaf Extract*, Rosmarinus officinalis (Rosemary) Leaf Extract*, SALVIA OFFICINALIS (SAGE) LEAF EXTRACT*, Lactic acid, Benzyl alcohol, Potassium Sorbate, Sodium Benzoate.*Suroviny z ekologického zemědělství.",322.0
282,https://www.krasanamiru.cz/produkty/povzbuzujici-sprchovy-sampon-pro-muze/,"['BIOEARTH', 'Pro Muže', 'Povzbuzující sprchový gel a šampon pro muže']",200.0,,"ČISTÍ – OSVĚŽUJE – POVZBUZUJE – NA TĚLO, VLASY I HOLENÍMultifunkční sprchový šampon zanechává pokožku i vlasy čisté, hebké a navodí příjemný pocit svěžesti a pohody. Ideální ke každodennímu použití na vlasy a tělo. Díky výborné skluznosti jej využijete i na holení těla. Obsahuje jemné povrchově aktivní látky rostlinného původu šetrné k pokožce i k životnímu prostředí. Výtažky z ženšenu, zeleného čaje, slézu a bergamotového esenciálního oleje šetrně čistí tělo i vlasy. BEZ ALKOHOLU.Obsahuje: výtažky z ženšenu, zeleného čaje, bergamotový esenciální olej, glycerinVEGAN až 96 % složek přírodního původu.",,"dávkujte dostatečné množství přípravku, emulgujte s vodou a vmasírujte na tělo a vlasy, poté opláchněte. Lze použít na holení.","INGREDIENTS: Aqua [WATER], Ammonium Lauryl Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Panax Ginseng Root Extract*, Citrus Aurantium Bergamia (Bergamot) Peel Oil, Malva Sylvestris (Mallow) Flower/Leaf Extract*, Camellia sinensis leaf extract*, Glycerin, Lactic acid, PARFUM [FRAGRANCE], TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, Sodium Benzoate, Potassium Sorbate. * z ekologického zemědělství",299.0
283,https://www.krasanamiru.cz/produkty/ppl-parcel-shop-vydejni-misto/,['PPL parcel shop – výdejní místo'],,,,,,,57.0
284,https://www.krasanamiru.cz/produkty/prezentacni-stojan-rady-pro-muze/,"['BIOEARTH', 'Pro Muže', 'Prezentační stojan řady pro muže']",,,"Elegantní stojan vyrobený z tvrzeného kartonu, celopotištěný. Lze do něj umístit kompletní řadu FOR MEN. Stojan je dodáván prázdný bez produktů.Rozměry: 35x15x30cm",,,Vyrobený z tvrzeného kartonu,
285,https://www.krasanamiru.cz/produkty/prirodni-repelent-roll-on/,"['BIOEARTH', 'BIO REPELENTY', 'Přírodní repelent roll-on']",20.0,"['ODPUZUJE HMYZ  A KOMÁRY', 'OSVĚŽUJE', 'CHLADÍ']","Účinný  přírodní repelent efektivně chrání proti nežádoucímu hmyzu. Unikátní přírodní receptura využívá sílu čistých éterických olejů z citrónové trávy, čajovníku, levandule a Neemový olej. Tyto svěží vůně jsou příjemné člověku, avšak pro hmyz  jsou postrachem. Roll-on je velmi praktický, lehký, ideální do kapsy, do batohu a kabelky, na výlety.Vhodný pro: všechny typy pleti, včetně citlivé pokožky dětí, pro veganyBalení recyklovatelné PET.",,"roll-on naneste přímo na pokožku těla, lehce vetřete. Během okamžiku se vstřebá. Nezanechává mapy, pokožku nikterak neznečišťuje. Opakujte dle potřeby kdykoli v průběhu dne.","INGREDIENTS:
 *PRUNUS AMIGDALUS DULCIS (SWEET ALMOND) OIL, *HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, *Melaleuca alternifolia (Tea tree) leaf oil, MELIAAZADIRACHTA SEED OIL, *CYMBOPOGON NARDUS (CITRONELLA) OIL, *Lavandula Hybrida Oil, TOCOPHERYL ACETATE, Linalool, Geraniol, Limonene, Citronellol, Farnesol, Eugenol.
* z ekologického zemědělství.",249.0
286,https://www.krasanamiru.cz/produkty/prirodni-repelent-ve-spreji/,"['BIOEARTH', 'BIO REPELENTY', 'Přírodní repelent ve spreji']",100.0,"['ODPUZUJE HMYZ  A KOMÁRY', 'OSVĚŽUJE', 'CHLADÍ']","Účinný 100% přírodní repelent efektivně chrání proti nežádoucímu hmyzu. Unikátní přírodní receptura využívá sílu čistých éterických olejů z citrónové trávy, čajovníku, levandule a Neemový olej. Tyto svěží vůně jsou příjemné člověku, avšak pro hmyz jsou postrachem. Použit je navíc přírodní alkohol získaný z obilovin a melasy, který nedráždí pokožku a přináší osvěžující chladivý efekt. Sprej není mastný, neznečišťuje pokožku a velmi rychle se vstřebá.Vhodný pro: všechny typy pleti, včetně citlivé pokožky dětí, pro veganyTIP: pro extra osvěžující a chladivý efekt uchovávejte v lednici. Sprej můžete nastříkat na bavlněný hadřík, kapesníček a ponechat např. na nočním stolku, na stole při práci…Balení recyklovatelné PET.",,"sprej nastříkejte přímo na pokožku těla, lehce vetřete. Během okamžiku se vstřebá. Nezanechává mapy, není mastný, pokožku nikterak neznečišťuje. Opakujte dle potřeby kdykoli v průběhu dne.","INGREDIENTS:
 Aqua (water), *alcohol, *melaleuca alternifolia oil, azadirachta indica oil, *Cymbopogon nardus oil, *Lavandula Hybrida Oil, Linalool, Geraniol, Limonene, Citronellol, Farnesol, Eugenol.
 *z ekologického zemědělství.",349.0
287,https://www.krasanamiru.cz/produkty/profesionalni-sada-na-oboci-beautiful-brows-new/,"['BEAUTIFUL BROWS', 'PUDRY NA BARVENÍ OBOČÍ', 'Profesionální sada na obočí Beautiful Brows NEW']",,,"Praktická znovudoplnitelná sada pro profesionály, vizážisty, kosmetičky.Sada obsahuje:Minerální pigmenty Beautiful Brows se přizpůsobí každému typu, barvě vlasů, očí a pleti. Díky speciální výrobní metodě kdy je pudr zapékán na více jak 900 °C jsou pudry vodě, potu a otěru odolné. Nalíčení obočí vydrží 24 hodin bez nutnosti úprav. Pigmenty jsou vhodné i v případě úplné ztráty obočí, překryjí i následky nezdařilého tetování. Pigment vydrží 2 roky při každodenním používání, minimální spotřeba.Tip pro profesionály: pudry jsou úžasné i jako oční linky a naprosto dokonalé při Vaší maskérské práci – domalování vousů, odrostu. Sada je znovudoplnitelná a v budoucnu již dokupujete jen barevné pigmenty, které Vám dojdou. Pudry jsou na magnet – nehrozí tedy žádné vysypání.",,,"INGREDIENTS:Barva:TALC, Boron Nitride, Zinc Oxide, Calcium Silicate, Cyclopentasiloxane, Diisopropyl Dimer Diinoleate, Petrolatum, Acrylates Copolymer. May contain: +/- CI 15850 (red 7 lake), CI 77266 (carbon black), CI 77491, CI 77492, CI 77499 (iron oxides), Rozjasňovač:TALC, MICA, Boron Nitrade, ZINC STEARATE, Zinc Oxide, Paraffinum Liquidum (mineral oil), Ricinus Communis, Acrylates Copolymer, Diisopropyl Demer Dilinoleate, Petrolatum, SILICA, Lanolin Alcohol, Stearalkonium Hectorite, Methylparaben, Propylene Carbonate, N-propyl gallate. May contain: +/- CI77891 (Titanium Dioxide), CI 77491, CI 77492, CI 77499 (iron oxides).
Vyrobeno v Anglii",
288,https://www.krasanamiru.cz/produkty/profesionalni-set-na-barveni-ras-a-oboci/,"['BEAUTIFUL BROWS', 'BARVY NA ŘASY & OBOČÍ', 'Profesionální set na barvení řas a obočí']",,,"Vylepšete a zvýrazněte obočí a řasy kolekcí vysoce pigmentovaných barev Beautiful Brows and Lashes. Definujte každý chloupek a vytvořte plnější, výraznější obočí a řasy, které vydrží 4 až 6 týdnů. Náš Profesionální set si zamilujte. Obsahuje vše potřebné pro profesionální výsledek. Ach, ten krásný designový profi kufřích je ZDARMA!  TIP: Barvy využijete také při Liftingu řas a Laminaci obočí.Profesionální set obsahuje:.    5 odstínů barev na řasy a obočí 5x 20ml.    Krémový aktivátor barvy 100ml.    Odličovač s D-panthenolem a heřmánkem 250ml.    Odstraňovač barvy 250ml.    Skleněný kalíšek pro míchání barvy.    Štěteček na nášení barvy.    Jednorázové řasenky 25ks.    ZDARMA Kosmetický kufřík v hodnotě 1399KčTipy, návod krok po kroku na našem BLOGU ZDE.",,,"INGREDIENTS:  
 Viz jednotlivé produkty",
289,https://www.krasanamiru.cz/produkty/prstynek-na-lepidlo-10ks/,"['BEAUTIFUL BROWS', 'LIFTING ŘAS', 'Prstýnek na krém a lepidlo 10ks']",,,"Prsteny slouží na lepidlo, liftingový krém nebo na pigmenty či kamínky pro zdobení řas. Každý prsten má dvě praktické jamky. Prstýnek si jednoduše navléknete na jakýkoli prst, protože velikost je univerzální. Díky tomu bude aplikace snazší a rychlejší, nikde nic nehledáte, vše máte při sobě a můžete se soustředit na práci.",,,,
290,https://www.krasanamiru.cz/produkty/prstynek-na-lepidlo-50ks/,"['BEAUTIFUL BROWS', 'LIFTING ŘAS', 'Prstýnek na krém a lepidlo 50ks']",,,"Prsteny slouží na lepidlo, liftingový krém nebo na pigmenty či kamínky pro zdobení řas. Každý prsten má dvě praktické jamky. Prstýnek si jednoduše navléknete na jakýkoli prst, protože velikost je univerzální. Díky tomu bude aplikace snazší a rychlejší, nikde nic nehledáte, vše máte při sobě a můžete se soustředit na práci.",,,,
291,https://www.krasanamiru.cz/produkty/rasenka-pure-intensity-black/,"['KRIPA', 'OČI', 'Řasenka Pure intensity NEW']",11.0,"['PRODLUŽUJE', 'DODÁVÁ OBJEM', 'STIMULUJE RŮST', 'REGENERUJE', 'NESLEPUJE']","Inovovaná receptura ikonické řasenky KRIPA Venezia s novým silikonovým kartáčkem pro ještě delší, výraznější, dokonale vykreslené řasy s fantastickým objemem a super výdrží. Nové větší balení 11ml místo původních 8ml.Vyrobena ze složek rostlinného původu, vhodná i pro velmi citlivé oči a nositele kontaktních čoček. Nový silikonový kartáček řasy krásně oddělí, každou zvlášť pokryje černým pigmentem a dokonale zvýrazní bez slepení, žmolkování a pocitu těžkých řas.Složení:• Ricinový olej – řasy opravuje, regeneruje, posiluje a stimuluje jejich růst• Peptidy z hrášku – zvyšují hustotu a objem řas a zabraňují jejich vypadání • Brokolicový olej – hydratuje, změkčuje, s antioxidačním účinkem• Karnaubský vosk – vytváří jemný ochranný film, zlepšuje roztíratelnost, zajišťuje soudržnou konzistenci, stálost a prodlužuje trvanlivost líčení • Voda z mladého ječmene – antioxidační vlastnosti, hydratuje, pěstíTIP VIZÁŽISTKY: vyhněte se populárnímu vytahování a zasouvání řasenky tam a zpět! Do řasenky se dostává vzduch a nečistoty a rychleji vysychá. Se zavřenou řasenkou několikrát klepněte o dlaň. Pigment, který je usazen na vnitřní straně obalu, krásně pokryje kartáček potřebným množstvím k dokonalému nalíčení.NEOBSAHUJE: 0% SILIKONY, 0% PARABENY, 0% FENOXYETHANOL, 0% MINERÁLNÍ OLEJE, 0% PARAFÍN, 0% TEA, 0% PROPYLEN GLYKOL, 0% ALKOHOL, 0% ROZPOUŠTĚDLA, 0% ETHOXYLÁTY, 0% NANOMATERIÁLY, 0% CHEMICKÉ FILTRY, 0% PARFEMACE, 0% EDTA, 0% SLOŽKY ŽIVOČIŠNÉHO PŮVODU","velmi citlivé oči, nositele kontaktních čoček",,"INGREDIENTS: Aqua (WATER)*, RICINUS COMMUNIS SEED OIL ()°, HORDEUM VULGARE STEM WATER (HORDEUM VULGARE (BARLEY) STEM WATER)°, CI 77499 (IRON OXIDES), COPERNICIA CERIFERA CERA ()°, Isoamyl Laurate*, HYDROLYZED CORN STARCH*, Glycerin*, Stearic Acid*, Caprylic/capric triglyceride*,  (Glyceryl stearate)^, PALMITIC ACID (PALMITIC ACIS)*, ACACIA SENEGAL GUM*, Sodium Stearoyl Glutamate^, Benzyl alcohol*, MAGNESIUM ALUMINIUM SILICATE^, Lecithin*, BRASSICA OLERACEA ITALICA SEED OIL°, Pisum Sativum Peptide (Pisum Sativum (Pea) Peptide)°, Propanediol*, Dehydroacetic Acid^, TOCOPHEROL*, ASCORBYL PALMITATE*, Citric Acid*, Potassium Sorbate^, Sodium Benzoate^* Přírodní původ
° Přírodní původ z ekologického zemědělství / pěstování
^ Bio kompatibilní",590.0
292,https://www.krasanamiru.cz/produkty/remineralizujici-kondicioner-pro-vsechny-typy-2/,"['BIOEARTH', 'Kondicionéry', 'Remineralizující kondicionér pro všechny typy']",150.0,"['REMINERALIZUJE', 'PEČUJE', 'CHRÁNÍ', 'OSVĚŽUJE']","Tento remineralizující kondicionér (znovu dodává minerály) je určen pro všechny typy vlasů a pro časté použití. Zlepšuje přirozené ochranné funkce, kvalitu vlasů a pomáhá jejich růstu. Obsahuje modrozelené řasy a Spirulinu, která je bohatá na minerály, bílkoviny a další prospěšné živiny, které vlasy posilují a chrání před agresemi životního prostředí – znečištění, prach, smog a volné radikály. Levandule dodá kondicionéru krásnou vůni a navíc zabraňuje tvorbě lupů a nadměrnému padání vlasů.NEOBSAHUJE: sulfáty (SLS / SLES), silikony, parabeny, minerální oleje, PEG, PPG, Cetrimonium Chloride, Polyquaternium, umělé parfemacePOUŽITÍ: aplikujte na mokré vlasy omyté šamponem, naneste po celé jejich délce, zejména na jejich konečky a jemně vmasírujte. Nechte působit 1-2 minuty a poté opláchněte.",všechny typy vlasů,,"Aqua (Water), Cetearyl Alcohol, Dicaprylyl carbonate, Distearoylethyl Dimonium Chloride, Moringa Oleifera Leaf Extract, Verbena Officinalis Leaf Rectified Oil, Lavandula Hybrida Oil*, Arctium Lappa Root Extract*, Glycerin, Centella Asiatica Leaf Extract, Fucus Vesiculosus Extract, Spirulina Platensis Powder*, Triticum Vulgare (Wheat) Germ Oil, Erythritol, Glyceryl Caprylate, Citral, Linalool, Limonene, Lactic acid, Citric Acid, Glyceryl Undecylenate, EthylhexylGlycerin, Benzyl alcohol, Sodium Benzoate, Potassium Sorbate*Suroviny z ekologického zemědělství",339.0
293,https://www.krasanamiru.cz/produkty/remineralizujici-maska-na-vsechny-typy-vlasu-2/,"['BIOEARTH', 'Masky a séra na vlasy', 'Remineralizující maska na všechny typy vlasů']",150.0,"['POSILUJE', 'ZABRAŇUJE VYPADÁVÁNÍ', 'OBNOVUJE', 'DODÁVÁ LESK']","Tato maska je super efektivní vlasová péče pro posílení, ochranu a stimulaci růstu vlasů. Obsahuje Spirulinu, řasu bohatou na minerály, bílkoviny a další prospěšné živiny, které zlepšují kvalitu vlasů, pomáhají jejich růstu a chrání je před agresemi životního prostředí – znečištění, prach, smog a volné radikály. Gotu Kola (Pupečník asijský), je další blahodárnou složkou, která vlasy výrazně posiluje, zvyšuje jejich přirozený lesk, zabraňuje vypadávání a lámání.NEOBSAHUJE: sulfáty (SLS / SLES), silikony, parabeny, minerální oleje, PEG, PPG, Cetrimonium Chloride, Polyquaternium, umělé parfemace.VHODNÁ PRO: všechny typy vlasůPOUŽITÍ: naneste na suché vlasy po celé jejich délce, nechte působit 10-15 minut, poté důkladně smyjte vodou. Následně použijte příslušný šampon a kondicionér. V závislosti na potřebách vlasů aplikujte masku 1 až 2x týdně.",,,"Aqua (Water), Cetearyl Alcohol, Dicaprylyl carbonate, Distearoylethyl Dimonium Chloride, Glycerin, Moringa Oleifera Leaf Extract, Verbena Officinalis Leaf Rectified Oil, Spirulina Platensis Powder*, Triticum Vulgare (Wheat) Germ Oil, Fucus Vesiculosus Extract, Lavandula Hybrida Oil*, Centella Asiatica Leaf Extract, Arctium Lappa Root Extract*, Erythritol, Benzyl alcohol, Citral, Limonene, Linalool, EthylhexylGlycerin, Glyceryl Caprylate, Lactic acid, Glyceryl Undecylenate, Citric Acid, Sodium Benzoate, Potassium Sorbate *Suroviny z ekologického zemědělství.",322.0
294,https://www.krasanamiru.cz/produkty/revitalizacni-pletovy-krem-pro-muze/,"['BIOEARTH', 'Pro Muže', 'Revitalizační pleťový krém pro muže']",50.0,"['HYDRATUJE', 'ZKLIDŇUJE', 'REGENERUJE', 'CHRÁNÍ', 'ANTI-AGE']","Lehký hydratační krém pro muže s kys. hyaluronovou, šťávou z Aloe vera a s výtažky ženšenu, zeleného čaje, bergamotu a kávy. Zanechává pleť svěží, dobře hydratovanou, nemastnou a chráněnou před vnějšími vlivy i předčasným stárnutím. Ideální pro každodenní péči ráno a večer. Lze jej použít ihned po holení nebo jako druhý krok po Zklidňující vodě po holení.Obsahuje: kys. hyaluronovou, šťávu z aloe, výtažky z ženšenu a bio zeleného čaje, esenciální olej z bio bergamotu, výtažky z kávy, arniku a ginkgo bilobuVEGAN až 98% složek přírodního původu.",,"ráno a večer naneste na obličej a krk, masírujte, dokud se zcela nevstřebá. Lze jej použít ihned po holení nebo jako druhý krok po Zklidňující vodě po holení.","INGREDIENTS: Aqua [WATER], ALOE BARBADENSIS LEAF JUICE*, Caprylic/capric triglyceride, Dicaprylyl carbonate, Cetearyl Alcohol, Glyceryl Stearate SE, SORBITAN STEARATE, Sodium stearoyl lactylate, TOCOPHERYL ACETATE, Sodium Hyaluronate, Allantoin, ECHINACEA ANGUSTIFOLIA ROOT EXTRACT*, COFFEA ARABICA (COFFEE) SEED EXTRACT, Ginkgo Biloba Leaf Extract, Panax Ginseng Root Extract*, Citrus Aurantium Bergamia (Bergamot) Peel Oil, Camellia sinensis leaf extract*, ARNICA MONTANA FLOWER EXTRACT*, Phenethyl Alcohol, PARFUM [FRAGRANCE], Glycerin, Caprylyl Glycol, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LINALYL ACETATE, Limonene, ACETYL CEDRENE, POGOSTEMON CABLIN OIL, Benzyl alcohol, Linalool, Sodium Benzoate, Citronellol, Potassium Sorbate  * z ekologického zemědělství",569.0
295,https://www.krasanamiru.cz/produkty/revitalizacni-silikonovy-kartacek-na-oboci/,"['BEAUTIFUL BROWS', 'VŠECHNY PRODUKTY BB', 'Peelingový silikonový kartáček na obočí']",,,"Správná příprava obočí a pokožky kolem je základ před každým barvením a laminací obočí. Peelingový kartáček na obočí s měkkými silikonovými štětinkami pokožku efektivně hloubkově čistí, odstraňuje nečistoty, maz a odumřelé buňky kůže. Pokožku zjemní a připraví na následná ošetření, která déle vydrží. Kartáček může být použit samostatně, s čistící pěnou na řasy a obočí a s peelingem na obočí.Benefity: kartáček má oboustranné zakončení, snadno se dostane mezi chloupky, silikonový materiál neabsorbuje produkt, snadné čištění, odolný.",,"Před barvením obočí: očistěte a odmastěte obočí Čistící pěnou na řasy a obočí. Poté použijte Peelingový silikonový kartáček se speciálním Peelingem a proveďte jemnou masáž. Před laminací obočí: očistěte a odmastěte obočí Čistící pěnou na řasy a obočí spolu s Peelingovým silikonovým kartáčkem. U laminace nepoužívejte peeling na obočí – obsahuje oleje, které sníží účinnost laminace.",,190.0
296,https://www.krasanamiru.cz/produkty/rozcesavac-ras-a-oboci/,"['BEAUTIFUL BROWS', 'LIFTING ŘAS', 'Rozčesávač řas a obočí']",,,Oboustranný nástroj k dokonalému rozčesání řas a obočí.,,,,390.0
297,https://www.krasanamiru.cz/produkty/rozjasnujici-anti-age-make-up/,"['NATUREMMA', 'Líčení', 'Rozjasňující anti-age make-up']",,,,,,,
298,https://www.krasanamiru.cz/produkty/rozjasnujici-anti-age-make-up/rozjasnujici-anti-age-make-up-light-beige/,"['NATUREMMA', 'Líčení', 'Rozjasňující anti-age make-up', 'Rozjasňující anti-age make-up Light beige']",30.0,"['VYŽIVUJE', 'ROZJASŇUJE', 'VYHLAZUJE', 'MINIMALIZUJE PÓRY', 'REGULUJE MAZ']","Našlehaný lehký přírodní make-up s vysoce kvalitními minerálními pigmenty, BIO šťávou z Aloe Vera a jojobovým olejem, šalvějí a vitamínem E. Pokožku viditelně rozjasňuje, zjemňuje, vyhlazuje, reguluje maz, minimalizuje nedokonalosti a póry. Snadno se roztírá, dokonale splyne s pokožkou, vytvoří svěží zářivý vzhled s dlouhotrvající výdrží.Vhodný pro: všechny typy pleti včetně citlivéKrytí: lehké až střední, v kombinaci s korektorem vysoké krytí, lze vrstvit• 99,42% složek přírodního původu• 40,98% složek organického původu• Vegan, ECOCERT Cosmos OrganicCOSMOS ORGANIC certified by Ecocert Greenlife according to COSMOS standards available at http://COSMOS.ecocert.comObsahuje: • BIO šťáva z Aloe vera: hydratuje, zklidňuje podráždění, podporuje regeneraci kožních buněk, hojí, osvěžuje.• BIO jojobový olej: zjemňuje, vyživuje, podporuje regeneraci buněk, zlepšuje extrémní suchost i nerovnováhu v produkci kožního mazu, zlepšuje pružnost a pevnost. Nekomedogenní (nezanáší póry), vhodný i pro mastnější pleť.• Extrakt ze šalvěje: přírodní zvlhčovač, pomáhá zadržovat v pokožce vodu. Osvěžuje, čistí, má hojivé, protizánětlivé a antibakteriální účinky.• Vitamín E: jeden z nejsilnějších antioxidantů, vyživuje, zjemňuje, změkčuje, zlepšuje pružnost, omlazuje. Účinný při léčbě jizev a akné.",,"Naneste prsty, štětcem nebo houbičkou na čistou tvář ošetřenou krémem a rozetřete do ztracena. Ke krytí větších nedostatků (akné, žilky, skvrny) kombinujte s korektorem. Pro fixaci, prodloužení výdrže, vyšší krytí a matný finiš přepudrujte na závěr kompaktním pudrem.","INGREDIENTS: ALOE BARBADENSIS LEAF JUICE*, Coco-Caprylate, Caprylic/capric triglyceride, Titanium Dioxide, Decyl Oleate, Propanediol, Cetearyl Alcohol, Polyglyceryl-6 Distearate, JOJOBA ESTERS, Simmondsia chinensis seed oil*, Salvia Officinalis Leaf Extract, TOCOPHEROL, Glycerin, Aqua, Xanthan gum, Aluminium Hydroxide, Stearic Acid, CETEARYL GLUCOSIDE, Polyglyceryl-3 Beeswax, Cetyl Alcohol, Glyceryl Caprylate, Glyceryl Undecylenate, Benzyl alcohol, Potassium Sorbate, Sodium Benzoate, Parfum. (+/-) CI 77891, CI 77492, CI 77491, CI 77499
* Z ekologického zemědělství",790.0
299,https://www.krasanamiru.cz/produkty/rozjasnujici-anti-age-make-up/rozjasnujici-anti-age-make-up-medium-beige/,"['NATUREMMA', 'Líčení', 'Rozjasňující anti-age make-up', 'Rozjasňující anti-age make-up Medium beige']",30.0,"['VYŽIVUJE', 'ROZJASŇUJE', 'VYHLAZUJE', 'MINIMALIZUJE PÓRY', 'REGULUJE MAZ']","Našlehaný lehký přírodní make-up s vysoce kvalitními minerálními pigmenty, BIO šťávou z Aloe Vera a jojobovým olejem, šalvějí a vitamínem E. Pokožku viditelně rozjasňuje, zjemňuje, vyhlazuje, reguluje maz, minimalizuje nedokonalosti a póry. Snadno se roztírá, dokonale splyne s pokožkou, vytvoří svěží zářivý vzhled s dlouhotrvající výdrží.Vhodný pro: všechny typy pleti včetně citlivéKrytí: lehké až střední, v kombinaci s korektorem vysoké krytí, lze vrstvit• 99,43% složek přírodního původu• 36,79% složek organického původu• Vegan, ECOCERT Cosmos OrganicCOSMOS ORGANIC certified by Ecocert Greenlife according to COSMOS standards available at http://COSMOS.ecocert.comObsahuje: • BIO šťáva z Aloe vera: hydratuje, zklidňuje podráždění, podporuje regeneraci kožních buněk, hojí, osvěžuje.• BIO jojobový olej: zjemňuje, vyživuje, podporuje regeneraci buněk, zlepšuje extrémní suchost i nerovnováhu v produkci kožního mazu, zlepšuje pružnost a pevnost. Nekomedogenní (nezanáší póry), vhodný i pro mastnější pleť.• Extrakt ze šalvěje: přírodní zvlhčovač, pomáhá zadržovat v pokožce vodu. Osvěžuje, čistí, má hojivé, protizánětlivé a antibakteriální účinky.• Vitamín E: jeden z nejsilnějších antioxidantů, vyživuje, zjemňuje, změkčuje, zlepšuje pružnost, omlazuje. Účinný při léčbě jizev a akné.",,"Naneste prsty, štětcem nebo houbičkou na čistou tvář ošetřenou krémem a rozetřete do ztracena. Ke krytí větších nedostatků (akné, žilky, skvrny) kombinujte s korektorem. Pro fixaci, prodloužení výdrže, vyšší krytí a matný finiš přepudrujte na závěr kompaktním pudrem.","INGREDIENTS:
ALOE BARBADENSIS LEAF JUICE*, Caprylic/capric triglyceride, Coco-Caprylate, Titanium Dioxide, Glycerin*, Propanediol, Aqua, Cetearyl Alcohol, Cetyl Alcohol, Salvia Officinalis Leaf Extract, Simmondsia chinensis seed oil*, Aluminium Hydroxide, Stearic Acid, CETEARYL GLUCOSIDE, Xanthan gum, Glyceryl Caprylate, TOCOPHERYL ACETATE, SODIUM CITRATE, Glyceryl Undecylenate, Benzyl alcohol, Potassium Sorbate, Sodium Benzoate, Parfum, +/- CI 77891, CI 77492, CI 77491, CI 77499
* Z ekologického zemědělství",790.0
